x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesture,timestamp
0.0,0.0,0.0,-0.12910797170871546,-0.06349375139626737,-0.06673594977746779,-0.2415552978280592,-0.18457813823419464,-0.11036696772783125,-0.3226619626076341,-0.2948211827956295,-0.14822510621480994,-0.4036888101476867,-0.3722242459372374,-0.18678726408196009,-0.1647770157063975,-0.4482282372723167,-0.07795224693029365,-0.18531746925147555,-0.6449696056832821,-0.13562288122066696,-0.1890973921520346,-0.7665931448075156,-0.18096780186103845,-0.18603019452224903,-0.8801865611300785,-0.2146124482046723,-0.07422086149150953,-0.47337466312402166,-0.08701804722223513,-0.09587821156232514,-0.6940475827023146,-0.13974201603862102,-0.10122233442649028,-0.8356199380290699,-0.18232627266276455,-0.10546154697153558,-0.971152516484857,-0.2138706427621616,0.015357508838082349,-0.4510161653683701,-0.10418183540047506,0.0029034769439396616,-0.6610191363443438,-0.16148648176832925,-0.004245114843758536,-0.79071247987852,-0.19469030585210464,-0.013970468640469266,-0.9161796867294156,-0.21732789153229723,0.10565704926583744,-0.39365354026623267,-0.12655564508105774,0.1197961420403144,-0.547905758516359,-0.17860200162872672,0.12670609935080623,-0.6535070083582074,-0.20010148791011187,0.12847560850503773,-0.7628324043777746,-0.214138834135232,STOP,2025-12-18T11:32:11.991874
0.0,0.0,0.0,0.1575401131291805,-0.08970510899831251,-0.05002569721286152,0.2635761669426874,-0.2335632638029935,-0.05651448230495268,0.3195087583548613,-0.37954035273153636,-0.06176963317675095,0.33235372347545056,-0.4953304541367198,-0.06724637497647519,0.15729620369052819,-0.49292309618193264,0.0012712848173374912,0.1799609701690108,-0.6805834620348172,-0.022308904368891186,0.18358740932617623,-0.7939464376614274,-0.052492692803522215,0.18394323015432784,-0.899310655250399,-0.07735635376256518,0.07108722808290951,-0.5107988007752584,-0.002383317376425089,0.08625606521266767,-0.7205905942777736,-0.025155805158619204,0.09308408247061097,-0.8657377779689994,-0.06219447583876153,0.09893540736299855,-0.9908592241830366,-0.0917048691254089,-0.01581004058517559,-0.48475883780321566,-0.01617611485153289,-0.01077444499691836,-0.683511797797131,-0.048870205371676335,0.002793909655400398,-0.8115921880167637,-0.0860934314345757,0.01773029091190096,-0.9242265010569123,-0.11200663262344357,-0.11037674662850562,-0.4262626588611701,-0.03551276064572165,-0.12973294104682165,-0.5857171851681168,-0.07471162250440991,-0.13789629196960804,-0.6931252387712314,-0.10044922483924147,-0.13915944609921194,-0.8001941491146494,-0.11735752009592353,STOP,2025-12-18T11:32:18.562327
0.0,0.0,0.0,-0.2269667146354254,-0.2994191641185838,-0.12539915708836738,-0.40266436249089,-0.7149912204185362,-0.24487426458588168,-0.4155489453316784,-1.0811086389760438,-0.3810377940980413,-0.27614075033854285,-1.3536065774473893,-0.5056878643706715,-0.23114173285693376,-1.277718878755495,-0.07731783004058254,-0.2876273376267535,-1.760071822107351,-0.2627093094928739,-0.33175031859397436,-2.063199969591917,-0.33179491605310746,-0.31333153096356,-2.324065460041322,-0.36679252574661747,0.0032852459429572292,-1.2157527040846854,-0.1245041521377542,-0.10016010213572236,-1.5678964899284902,-0.3712089009669879,-0.2007904906730215,-1.0945293526751898,-0.3506739607969797,-0.14329934075527773,-0.9562034486868883,-0.2552259071066339,0.22707224018867675,-1.0841762929724208,-0.20529215282850757,0.0584256179368249,-1.2144299281929996,-0.44008223001320423,-0.0354572399764604,-0.79000942343612,-0.3178933688477596,0.04925056353202492,-0.720014367570102,-0.16393825013487312,0.42781868920517596,-0.8895287412722438,-0.3030020562711749,0.2364225891075554,-0.9695055551526279,-0.4102048716929114,0.14103969853648235,-0.6864476484040598,-0.3087644818725071,0.21013713311585622,-0.6293029449824243,-0.19960081798276835,UP,2025-12-18T11:32:33.555787
0.0,0.0,0.0,-0.3019519750896386,-0.31470210728066556,-0.1524541287891531,-0.602419949760864,-0.7964964559819874,-0.24151077628505363,-0.921514334337154,-1.07905074221934,-0.33555963816602613,-1.1524314250690297,-1.2240696147375953,-0.42154887126146284,-0.2762263460787234,-1.4227817267304326,-0.10768647906191868,-0.3023222169799109,-1.9702426856772868,-0.2765484000217805,-0.3391793655575879,-2.2992822760131335,-0.35717507477455923,-0.33455332495128115,-2.600970975757358,-0.41898578603950953,-0.011501761457033952,-1.3698341035641748,-0.1435550400907805,-0.019887145365071746,-1.6541437143020998,-0.4361656688113688,-0.13612210220601031,-1.1288411609110836,-0.46457674717243386,-0.12332811023214077,-0.9064184036542003,-0.40397506698253066,0.23261409105313627,-1.1878351350982528,-0.20917881122660817,0.18488671523201514,-1.2410659804792497,-0.4749766773959961,0.02356040217813841,-0.8022908465482711,-0.39625621179566983,0.03455217701126866,-0.7186831355045895,-0.27053339824724937,0.4362256674048946,-0.9407272521893796,-0.2909086586689828,0.38261688134195637,-0.9614297695812324,-0.4215957930637193,0.21396528466321585,-0.6913757547507342,-0.35317187807912487,0.20261050013804802,-0.6475362687225477,-0.27115641713065963,UP,2025-12-18T11:32:36.774065
0.0,0.0,0.0,0.2517796789563232,-0.32665672382439914,-0.10722750207161041,0.46599168564742377,-0.8596657150168077,-0.1726938379201203,0.42491208692435034,-1.3219753574932611,-0.2462436252488978,0.17211870909144814,-1.4593593004955487,-0.32110684090117936,0.2387440518423267,-1.390894614181185,-0.054500347605637836,0.27659646708212815,-1.9074964848843114,-0.15734714054069743,0.2788446693853761,-2.244740833175785,-0.19931766768590717,0.2430852683452217,-2.525060078859508,-0.23174487867641755,-0.013182888010217386,-1.3214626928407986,-0.09414398623492833,0.056629134244618975,-1.6931181804267124,-0.2987086321744662,0.13504344948903085,-1.1781762785215368,-0.3195148609256489,0.11074164052879207,-0.956493833611382,-0.26991820115804255,-0.23060726530072642,-1.183053420533586,-0.14604259563976188,-0.1615556763261002,-1.414127002361874,-0.39979522342847934,-0.04574831883013744,-0.9204332565536127,-0.3234405355321941,-0.07664816815783036,-0.736536395317391,-0.19780961774179845,-0.4625740177357199,-0.9846528943845387,-0.20120735190939695,-0.385102837649639,-1.2390910230917351,-0.3652646263264761,-0.24569913478743544,-0.9067102769106544,-0.27250466955139163,-0.24765223666996575,-0.7329428822726359,-0.16031204629220314,UP,2025-12-18T11:32:46.262175
0.0,0.0,0.0,0.3804272581517165,-0.3239309440940982,-0.13989311254454828,0.7645058452103535,-0.8441524873568719,-0.21605455687882766,1.0605619909957404,-1.1369061681184665,-0.3018559263636173,1.2912882212909074,-1.2778505689968067,-0.39277916299716664,0.3450533867052865,-1.4959648611027039,-0.08738756516794483,0.38451199237641986,-2.130235409018369,-0.20551301950680378,0.3945675958887968,-2.506502458840524,-0.2594496557173703,0.38269963537100715,-2.820417460836034,-0.3036233054992812,0.05690453959625247,-1.4279904164759822,-0.11944086139320895,0.13952989742999541,-1.7965159236290824,-0.3867297862892715,0.20761301954910533,-1.2249498099829685,-0.4379391621330113,0.18595149482681558,-0.8994162316553831,-0.3955660296417061,-0.20947514901951927,-1.2519673216140303,-0.16866988185400972,-0.14320810216336477,-1.4707096730816998,-0.46185417924023014,-0.008824207939862255,-0.9716785447872983,-0.4157600820538147,-0.0034418018327605085,-0.7514554135614003,-0.2987686636491816,-0.48384974367795675,-1.0116102824225917,-0.22393530589167396,-0.43241639174171126,-1.2632280319657694,-0.4208023328283489,-0.2471782805023842,-0.9355378642634243,-0.36080531191058324,-0.18851083020277792,-0.7536023485130665,-0.26448109419036586,UP,2025-12-18T11:32:48.841882
0.0,0.0,0.0,-0.21505650545431507,0.27999292641842033,-0.08835025838543079,-0.27557018275771183,0.7590416947294588,-0.18067620017217575,-0.21237325560348277,1.1406407914968737,-0.2328439444771857,-0.07920758003956486,1.3992429916002904,-0.2895066199963762,-0.2765691151215904,0.686646128282818,-0.4193993524307735,-0.2627859638862491,1.3088739289340199,-0.5364719631893355,-0.2746290709494837,1.6394549644061582,-0.5706255194710695,-0.26379688343849417,1.9063767433217735,-0.5883781341168276,-0.024111171706208582,0.5816565740173668,-0.4210071634507996,0.074881615296698,1.2907279112190755,-0.5367897412025036,0.018672983917253912,1.133936310034885,-0.49207979088330145,-0.028059422494074795,0.8928980438819077,-0.4493837469704058,0.20808630798353445,0.49358082501565215,-0.4060759157453618,0.2591883971188315,1.1163587435957147,-0.4906197043316748,0.18931178552952865,0.9424299288626423,-0.37958760819712245,0.15051630807430583,0.7419187012765806,-0.29654136612608156,0.405978804997325,0.4256677618893707,-0.39283409771015176,0.401078865470319,0.9429595980584071,-0.44651775125771104,0.338250720640543,0.799861126675354,-0.3677018702262411,0.32054681863770584,0.6290961070208669,-0.3078673200284635,DOWN,2025-12-18T11:33:01.705823
0.0,0.0,0.0,-0.26266737794026257,0.2253576482312903,-0.08511857881322277,-0.46834305275413424,0.5160086875082142,-0.1983465900453125,-0.6852996106631241,0.7078447105821889,-0.2830147569371385,-0.8794297261230372,0.78117521249222,-0.3774360281985433,-0.22993561499167525,0.6180244214080247,-0.40371774579582476,-0.20209361695997044,1.1627018730428373,-0.5068937696219461,-0.19182243212665043,1.4815276405509228,-0.538913247885948,-0.1563794239928654,1.7202037227320248,-0.5566029570724212,0.012652874346903162,0.577067754432377,-0.3954329969587398,0.05546535045828063,1.2048125800931064,-0.4838879167477897,-0.05548876260111659,1.1173017599241162,-0.4379773494724483,-0.1176646681017506,0.9086043314204852,-0.4007408075108372,0.21605776971367727,0.5099661721686461,-0.36876096124286484,0.20094939808086063,1.0603610476511902,-0.4276857782181419,0.09690781939777442,0.9735125133532713,-0.3384915406558507,0.06087712679720886,0.7983984148918879,-0.27535157073114963,0.37646983610604096,0.45271634024708934,-0.34346768745143824,0.3278086892614575,0.9062025034959034,-0.3736812065872318,0.23208933372459306,0.8238023755408111,-0.30108791436554694,0.20841926050146148,0.6720172869675168,-0.24944873799203016,DOWN,2025-12-18T11:33:06.095406
0.0,0.0,0.0,0.17998998990154677,-0.4833836553514081,0.17202612604770096,0.4417424034725908,-0.8832470442443242,0.20142278765280408,0.7084509760113169,-1.0949615874550644,0.19255071929777967,0.9101436099020223,-1.1108533200986495,0.1724144352871492,0.8012717821723441,-0.9538151347038852,-0.005671712909150387,1.3037776613493806,-1.0086044826724925,-0.029796007983053076,1.582957144343879,-1.0137757458879642,-0.02872265345867931,1.7957369369615102,-1.031549338587001,-0.03285278671849949,0.8513570842277363,-0.7026473908989017,-0.11822193574220785,1.276717124019649,-0.47881299219858514,-0.14617119424738845,1.1174905852276034,-0.37507322856057146,-0.09264808560540509,0.9153538456567704,-0.3990766874024045,-0.05352695408189157,0.8542605384038355,-0.3593416156519986,-0.20614726982568612,1.1765442540635578,-0.1924053116191263,-0.20600503138655343,1.0284567618559632,-0.12108344995417876,-0.10228545265381428,0.8613064109697776,-0.14219236694478585,-0.042432303903920124,0.8226709539467488,-0.011565780783893333,-0.2792406448796459,1.083478132383984,0.05722437639161957,-0.23154127793228588,0.9379674349874287,0.10173705849953368,-0.12041266827706157,0.7861770983795052,0.08820754511643687,-0.04686081830732047,RIGHT,2025-12-18T11:33:17.701818
0.0,0.0,0.0,0.16469465627010027,-0.5407166833067446,0.12778936455078013,0.4769443203348048,-1.004425492340328,0.1408627198795593,0.6918625089524938,-1.3481935488442751,0.12112357291928647,0.776962847436453,-1.6568843664173376,0.0912448573081853,0.8372176503884053,-1.0146654846101877,-0.017092437947378223,1.3475637525328799,-1.033697995451519,-0.03957273427689269,1.6311010832815374,-1.0075698952828567,-0.03844490509960959,1.8502520430725404,-0.991305393699831,-0.04293923455708012,0.8879798014665844,-0.7600847325758546,-0.1102552477571943,1.2833651047675665,-0.46818669396308726,-0.1293547701733358,1.1067559464059324,-0.37496641958164595,-0.07531730132962602,0.907467173970771,-0.4179280325908594,-0.042889249704746,0.8796377238267776,-0.4092021407537597,-0.18420793299562516,1.1872565140861342,-0.18963073784988482,-0.18037557349697564,1.0273073548658225,-0.12653143120170487,-0.08116981656990994,0.8596853851313003,-0.16632653761243693,-0.030255606646946466,0.8428835278837387,-0.06101272152624483,-0.24693155643423756,1.100105903629305,0.05037833688088603,-0.19598776066910437,0.9538458543070155,0.09046236965157126,-0.08800509587758379,0.800596944738995,0.05352905515368697,-0.02066100166009131,RIGHT,2025-12-18T11:33:19.989035
0.0,0.0,0.0,-0.3125374240382578,-0.2660137686328217,0.04492076821987948,-0.7176452111411483,-0.3371633931290437,0.017366860429771976,-1.0252481739359816,-0.20407519748584516,-0.02331879435550851,-1.1863251744500714,0.04041896036631936,-0.0787761259729607,-0.9437039809528786,-0.5048418108709386,-0.10944779880906409,-1.3835111922993346,-0.475662997761906,-0.19490643675117345,-1.6430613745196319,-0.4681121121556035,-0.22932018301879492,-1.8469400081447125,-0.46833228729093423,-0.2570276079035655,-0.8972653261358812,-0.26551350475294827,-0.18543114003617628,-1.281815071614827,0.17395222853509265,-0.2952080165316089,-1.1147871444872337,0.24866420408150505,-0.2686018915885819,-0.9588010299105703,0.15742581204334358,-0.23646923424607222,-0.8007619150103671,0.03509638879721135,-0.25154280105335547,-1.1108812493921036,0.4223806150118668,-0.3500604014698409,-0.9443866419287766,0.42741099705821683,-0.26182215389887636,-0.8182870884162705,0.3124217287928829,-0.18886709698220397,-0.6848459042183058,0.341231320595885,-0.3127992646136815,-0.9445330318310877,0.6031476476686576,-0.37812778761389804,-0.8108451098139051,0.5852606314800255,-0.3068798811872938,-0.6940445616484039,0.4969506277699493,-0.24070863859445124,LEFT,2025-12-18T11:33:28.671607
0.0,0.0,0.0,-0.2540411374229115,-0.43226014454265715,0.022175119331418712,-0.6882046974682142,-0.7716186402626434,-0.015997998735301413,-1.0110897301881678,-1.083933878464801,-0.061280097731093996,-1.1412913739991712,-1.4201499834800997,-0.12462306872103224,-1.0584172217885748,-0.5950566147227319,-0.19626655680824065,-1.6153199193253251,-0.4546319031923068,-0.30988119175652057,-1.9423832248789936,-0.36095298458402414,-0.3668546640794166,-2.1944711585503196,-0.30022493205306094,-0.41300514714732556,-1.0251969977026008,-0.264633139648868,-0.2507059773997848,-1.4020832965139836,0.23999798571107053,-0.3881270068543141,-1.1628195979275693,0.2652040926618934,-0.3501941145702147,-0.9423099506937177,0.13221824698749832,-0.3075228316518242,-0.9262981931101153,0.11533322500881689,-0.2943378556301227,-1.1789230518545435,0.5608911302845786,-0.42539055612804466,-0.951992153262783,0.5425769348291272,-0.32584445952573254,-0.7657328812224717,0.39401739652403434,-0.24043916586811967,-0.7997826706648865,0.49854048230254566,-0.33119101003893864,-0.9835614849792247,0.7908326060874298,-0.42273566043636057,-0.7727752320311874,0.7443099648134145,-0.3498537903973786,-0.623075220455409,0.608075346348467,-0.2781432426430388,LEFT,2025-12-18T11:33:30.936600
0.0,0.0,0.0,-0.25980431933533865,-0.41556845885004945,0.026457816120475097,-0.6896497259906353,-0.7356072935913894,-0.011797515472110661,-1.0085121869902256,-1.0381840095892665,-0.05837166034341366,-1.1339353771374023,-1.3747398967859068,-0.12319089182925466,-1.046885137138903,-0.567075195172321,-0.1961600470625035,-1.5997198694488854,-0.43786394697206593,-0.3085851884924273,-1.9204876946029086,-0.34995259147636865,-0.36054760651179607,-2.167490403872954,-0.29234180395508297,-0.4026381243869607,-1.0101515298618962,-0.24535309393872098,-0.2539464626493813,-1.3888744470469856,0.2762437970091143,-0.3869513700498964,-1.1544236208058183,0.297925417111121,-0.3430291220737664,-0.941922915508647,0.15618601880601585,-0.29729976247756584,-0.9064549461055554,0.12224829166861508,-0.30079399276226654,-1.1578362027474076,0.5834686238890272,-0.427974614789291,-0.9349645638727141,0.5582840950450259,-0.3249519398085236,-0.7561263546387672,0.40176121040691004,-0.23886139992540936,-0.7748732392844665,0.49301997085880594,-0.3409892418312787,-0.9490038282149339,0.7990496501913946,-0.43225920457753864,-0.7420520222446253,0.7430158623383625,-0.3604018438515341,-0.597674727144937,0.5974264169995088,-0.29007740420074224,LEFT,2025-12-18T11:33:31.166438
